region,area,suburb,postcode,route,classification,expected minutes,actual visible minutes,html exists,mismatch,both 60 and 90 confusingly present,guarantee wording,office/depot wording,needs owner review
Sydney City & Eastern Suburbs,Sydney,Eveleigh,2015,/service-areas/sydney-city-and-eastern-suburbs/sydney/eveleigh,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Forest Lodge,2037,/service-areas/sydney-city-and-eastern-suburbs/sydney/forest-lodge,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Glebe,2037,/service-areas/sydney-city-and-eastern-suburbs/sydney/glebe,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Haymarket,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/haymarket,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Millers Point,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/millers-point,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Moore Park,2021,/service-areas/sydney-city-and-eastern-suburbs/sydney/moore-park,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Paddington,2021,/service-areas/sydney-city-and-eastern-suburbs/sydney/paddington,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Potts Point,2011,/service-areas/sydney-city-and-eastern-suburbs/sydney/potts-point,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Pyrmont,2009,/service-areas/sydney-city-and-eastern-suburbs/sydney/pyrmont,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Redfern,2016,/service-areas/sydney-city-and-eastern-suburbs/sydney/redfern,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Rushcutters Bay,2011,/service-areas/sydney-city-and-eastern-suburbs/sydney/rushcutters-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Surry Hills,2010,/service-areas/sydney-city-and-eastern-suburbs/sydney/surry-hills,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Sydney,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/sydney,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,The Rocks,2000,/service-areas/sydney-city-and-eastern-suburbs/sydney/the-rocks,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Ultimo,2007,/service-areas/sydney-city-and-eastern-suburbs/sydney/ultimo,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Waterloo,2017,/service-areas/sydney-city-and-eastern-suburbs/sydney/waterloo,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Woolloomooloo,2011,/service-areas/sydney-city-and-eastern-suburbs/sydney/woolloomooloo,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Sydney,Zetland,2017,/service-areas/sydney-city-and-eastern-suburbs/sydney/zetland,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Bondi,2026,/service-areas/sydney-city-and-eastern-suburbs/waverley/bondi,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Bondi Beach,2026,/service-areas/sydney-city-and-eastern-suburbs/waverley/bondi-beach,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Bondi Junction,2022,/service-areas/sydney-city-and-eastern-suburbs/waverley/bondi-junction,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Bronte,2024,/service-areas/sydney-city-and-eastern-suburbs/waverley/bronte,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Dover Heights,2030,/service-areas/sydney-city-and-eastern-suburbs/waverley/dover-heights,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,North Bondi,2026,/service-areas/sydney-city-and-eastern-suburbs/waverley/north-bondi,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Queens Park,2022,/service-areas/sydney-city-and-eastern-suburbs/waverley/queens-park,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Rose Bay,2029,/service-areas/sydney-city-and-eastern-suburbs/waverley/rose-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Tamarama,2026,/service-areas/sydney-city-and-eastern-suburbs/waverley/tamarama,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Vaucluse,2030,/service-areas/sydney-city-and-eastern-suburbs/waverley/vaucluse,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Waverley,Waverley,2024,/service-areas/sydney-city-and-eastern-suburbs/waverley/waverley,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Bellevue Hill,2023,/service-areas/sydney-city-and-eastern-suburbs/woollahra/bellevue-hill,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Darling Point,2027,/service-areas/sydney-city-and-eastern-suburbs/woollahra/darling-point,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Double Bay,2028,/service-areas/sydney-city-and-eastern-suburbs/woollahra/double-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Edgecliff,2027,/service-areas/sydney-city-and-eastern-suburbs/woollahra/edgecliff,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Point Piper,2027,/service-areas/sydney-city-and-eastern-suburbs/woollahra/point-piper,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Watsons Bay,2030,/service-areas/sydney-city-and-eastern-suburbs/woollahra/watsons-bay,core,60,60,yes,no,no,no,no,no
Sydney City & Eastern Suburbs,Woollahra,Woollahra,2025,/service-areas/sydney-city-and-eastern-suburbs/woollahra/woollahra,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Auburn,2144,/service-areas/parramatta-and-cumberland/cumberland/auburn,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Berala,2141,/service-areas/parramatta-and-cumberland/cumberland/berala,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Girraween,2145,/service-areas/parramatta-and-cumberland/cumberland/girraween,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Greystanes,2145,/service-areas/parramatta-and-cumberland/cumberland/greystanes,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Guildford,2161,/service-areas/parramatta-and-cumberland/cumberland/guildford,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Guildford West,2161,/service-areas/parramatta-and-cumberland/cumberland/guildford-west,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Holroyd,2142,/service-areas/parramatta-and-cumberland/cumberland/holroyd,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Lidcombe,2141,/service-areas/parramatta-and-cumberland/cumberland/lidcombe,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Merrylands,2160,/service-areas/parramatta-and-cumberland/cumberland/merrylands,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Merrylands West,2160,/service-areas/parramatta-and-cumberland/cumberland/merrylands-west,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Pemulwuy,2145,/service-areas/parramatta-and-cumberland/cumberland/pemulwuy,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Pendle Hill,2145,/service-areas/parramatta-and-cumberland/cumberland/pendle-hill,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Regents Park,2143,/service-areas/parramatta-and-cumberland/cumberland/regents-park,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Rookwood,2141,/service-areas/parramatta-and-cumberland/cumberland/rookwood,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,South Granville,2142,/service-areas/parramatta-and-cumberland/cumberland/south-granville,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,South Wentworthville,2145,/service-areas/parramatta-and-cumberland/cumberland/south-wentworthville,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Wentworthville,2145,/service-areas/parramatta-and-cumberland/cumberland/wentworthville,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Westmead,2145,/service-areas/parramatta-and-cumberland/cumberland/westmead,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Cumberland,Woodpark,2164,/service-areas/parramatta-and-cumberland/cumberland/woodpark,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Carlingford,2118,/service-areas/parramatta-and-cumberland/parramatta/carlingford,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Clyde,2142,/service-areas/parramatta-and-cumberland/parramatta/clyde,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Constitution Hill,2145,/service-areas/parramatta-and-cumberland/parramatta/constitution-hill,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Dundas,2117,/service-areas/parramatta-and-cumberland/parramatta/dundas,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Dundas Valley,2117,/service-areas/parramatta-and-cumberland/parramatta/dundas-valley,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Eastwood,2122,/service-areas/parramatta-and-cumberland/parramatta/eastwood,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Epping,2121,/service-areas/parramatta-and-cumberland/parramatta/epping,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Ermington,2115,/service-areas/parramatta-and-cumberland/parramatta/ermington,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Granville,2142,/service-areas/parramatta-and-cumberland/parramatta/granville,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Harris Park,2150,/service-areas/parramatta-and-cumberland/parramatta/harris-park,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Mays Hill,2145,/service-areas/parramatta-and-cumberland/parramatta/mays-hill,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Melrose Park,2114,/service-areas/parramatta-and-cumberland/parramatta/melrose-park,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Newington,2127,/service-areas/parramatta-and-cumberland/parramatta/newington,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,North Parramatta,2151,/service-areas/parramatta-and-cumberland/parramatta/north-parramatta,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,North Rocks,2151,/service-areas/parramatta-and-cumberland/parramatta/north-rocks,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Northmead,2152,/service-areas/parramatta-and-cumberland/parramatta/northmead,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Oatlands,2117,/service-areas/parramatta-and-cumberland/parramatta/oatlands,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Old Toongabbie,2146,/service-areas/parramatta-and-cumberland/parramatta/old-toongabbie,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Parramatta,2150,/service-areas/parramatta-and-cumberland/parramatta/parramatta,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Rosehill,2142,/service-areas/parramatta-and-cumberland/parramatta/rosehill,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Rydalmere,2116,/service-areas/parramatta-and-cumberland/parramatta/rydalmere,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Silverwater,2128,/service-areas/parramatta-and-cumberland/parramatta/silverwater,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Sydney Olympic Park,2127,/service-areas/parramatta-and-cumberland/parramatta/sydney-olympic-park,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Telopea,2117,/service-areas/parramatta-and-cumberland/parramatta/telopea,core,60,60,yes,no,no,no,no,no
Parramatta & Cumberland,Parramatta,Wentworth Point,2127,/service-areas/parramatta-and-cumberland/parramatta/wentworth-point,core,60,60,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Acacia Gardens,2763,/service-areas/western-sydney-and-nepean/blacktown/acacia-gardens,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Arndell Park,2148,/service-areas/western-sydney-and-nepean/blacktown/arndell-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Bidwill,2770,/service-areas/western-sydney-and-nepean/blacktown/bidwill,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Blackett,2770,/service-areas/western-sydney-and-nepean/blacktown/blackett,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Blacktown,2148,/service-areas/western-sydney-and-nepean/blacktown/blacktown,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Bungarribee,2767,/service-areas/western-sydney-and-nepean/blacktown/bungarribee,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Colebee,2761,/service-areas/western-sydney-and-nepean/blacktown/colebee,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Dean Park,2761,/service-areas/western-sydney-and-nepean/blacktown/dean-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Dharruk,2770,/service-areas/western-sydney-and-nepean/blacktown/dharruk,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Doonside,2767,/service-areas/western-sydney-and-nepean/blacktown/doonside,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Eastern Creek,2766,/service-areas/western-sydney-and-nepean/blacktown/eastern-creek,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Emerton,2770,/service-areas/western-sydney-and-nepean/blacktown/emerton,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Glendenning,2761,/service-areas/western-sydney-and-nepean/blacktown/glendenning,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Glenwood,2768,/service-areas/western-sydney-and-nepean/blacktown/glenwood,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Hassall Grove,2761,/service-areas/western-sydney-and-nepean/blacktown/hassall-grove,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Hebersham,2770,/service-areas/western-sydney-and-nepean/blacktown/hebersham,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Kellyville Ridge,2155,/service-areas/western-sydney-and-nepean/blacktown/kellyville-ridge,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Kings Langley,2147,/service-areas/western-sydney-and-nepean/blacktown/kings-langley,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Kings Park,2148,/service-areas/western-sydney-and-nepean/blacktown/kings-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Lalor Park,2147,/service-areas/western-sydney-and-nepean/blacktown/lalor-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Lethbridge Park,2770,/service-areas/western-sydney-and-nepean/blacktown/lethbridge-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Marayong,2148,/service-areas/western-sydney-and-nepean/blacktown/marayong,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Marsden Park,2765,/service-areas/western-sydney-and-nepean/blacktown/marsden-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Minchinbury,2770,/service-areas/western-sydney-and-nepean/blacktown/minchinbury,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Mount Druitt,2770,/service-areas/western-sydney-and-nepean/blacktown/mount-druitt,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Oakhurst,2761,/service-areas/western-sydney-and-nepean/blacktown/oakhurst,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Parklea,2768,/service-areas/western-sydney-and-nepean/blacktown/parklea,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Plumpton,2761,/service-areas/western-sydney-and-nepean/blacktown/plumpton,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Prospect,2148,/service-areas/western-sydney-and-nepean/blacktown/prospect,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Quakers Hill,2763,/service-areas/western-sydney-and-nepean/blacktown/quakers-hill,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Riverstone,2765,/service-areas/western-sydney-and-nepean/blacktown/riverstone,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Rooty Hill,2766,/service-areas/western-sydney-and-nepean/blacktown/rooty-hill,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Ropes Crossing,2760,/service-areas/western-sydney-and-nepean/blacktown/ropes-crossing,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Schofields,2762,/service-areas/western-sydney-and-nepean/blacktown/schofields,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Seven Hills,2147,/service-areas/western-sydney-and-nepean/blacktown/seven-hills,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Shalvey,2770,/service-areas/western-sydney-and-nepean/blacktown/shalvey,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Shanes Park,2747,/service-areas/western-sydney-and-nepean/blacktown/shanes-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Stanhope Gardens,2768,/service-areas/western-sydney-and-nepean/blacktown/stanhope-gardens,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,The Ponds,2769,/service-areas/western-sydney-and-nepean/blacktown/the-ponds,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Toongabbie,2146,/service-areas/western-sydney-and-nepean/blacktown/toongabbie,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Tregear,2770,/service-areas/western-sydney-and-nepean/blacktown/tregear,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Whalan,2770,/service-areas/western-sydney-and-nepean/blacktown/whalan,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Willmot,2770,/service-areas/western-sydney-and-nepean/blacktown/willmot,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Blacktown,Woodcroft,2767,/service-areas/western-sydney-and-nepean/blacktown/woodcroft,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Berkshire Park,2765,/service-areas/western-sydney-and-nepean/penrith/berkshire-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Caddens,2747,/service-areas/western-sydney-and-nepean/penrith/caddens,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Cambridge Gardens,2747,/service-areas/western-sydney-and-nepean/penrith/cambridge-gardens,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Cambridge Park,2747,/service-areas/western-sydney-and-nepean/penrith/cambridge-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Castlereagh,2749,/service-areas/western-sydney-and-nepean/penrith/castlereagh,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Claremont Meadows,2747,/service-areas/western-sydney-and-nepean/penrith/claremont-meadows,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Colyton,2760,/service-areas/western-sydney-and-nepean/penrith/colyton,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Cranebrook,2749,/service-areas/western-sydney-and-nepean/penrith/cranebrook,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Emu Heights,2750,/service-areas/western-sydney-and-nepean/penrith/emu-heights,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Emu Plains,2750,/service-areas/western-sydney-and-nepean/penrith/emu-plains,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Erskine Park,2759,/service-areas/western-sydney-and-nepean/penrith/erskine-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Glenmore Park,2745,/service-areas/western-sydney-and-nepean/penrith/glenmore-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Jamisontown,2750,/service-areas/western-sydney-and-nepean/penrith/jamisontown,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Jordan Springs,2747,/service-areas/western-sydney-and-nepean/penrith/jordan-springs,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Kingswood,2747,/service-areas/western-sydney-and-nepean/penrith/kingswood,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Leonay,2750,/service-areas/western-sydney-and-nepean/penrith/leonay,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Llandilo,2747,/service-areas/western-sydney-and-nepean/penrith/llandilo,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Londonderry,2753,/service-areas/western-sydney-and-nepean/penrith/londonderry,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Mount Vernon,2178,/service-areas/western-sydney-and-nepean/penrith/mount-vernon,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Mulgoa,2745,/service-areas/western-sydney-and-nepean/penrith/mulgoa,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,North St Marys,2760,/service-areas/western-sydney-and-nepean/penrith/north-st-marys,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Orchard Hills,2748,/service-areas/western-sydney-and-nepean/penrith/orchard-hills,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Oxley Park,2760,/service-areas/western-sydney-and-nepean/penrith/oxley-park,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Penrith,2750,/service-areas/western-sydney-and-nepean/penrith/penrith,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Regentville,2745,/service-areas/western-sydney-and-nepean/penrith/regentville,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,South Penrith,2750,/service-areas/western-sydney-and-nepean/penrith/south-penrith,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,St Clair,2759,/service-areas/western-sydney-and-nepean/penrith/st-clair,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,St Marys,2760,/service-areas/western-sydney-and-nepean/penrith/st-marys,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Werrington,2747,/service-areas/western-sydney-and-nepean/penrith/werrington,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Werrington County,2747,/service-areas/western-sydney-and-nepean/penrith/werrington-county,greater,90,90,yes,no,no,no,no,no
Western Sydney & Nepean,Penrith,Werrington Downs,2747,/service-areas/western-sydney-and-nepean/penrith/werrington-downs,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Agnes Banks,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/agnes-banks,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Bilpin,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bilpin,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Blaxlands Ridge,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/blaxlands-ridge,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Bligh Park,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bligh-park,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Bowen Mountain,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/bowen-mountain,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Clarendon,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/clarendon,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Cornwallis,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/cornwallis,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Cumberland Reach,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/cumberland-reach,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,East Kurrajong,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/east-kurrajong,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Ebenezer,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/ebenezer,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Freemans Reach,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/freemans-reach,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Glossodia,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/glossodia,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Grose Vale,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/grose-vale,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Grose Wold,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/grose-wold,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Hobartville,2753,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/hobartville,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Kurmond,2757,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/kurmond,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Kurrajong,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/kurrajong,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Kurrajong Heights,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/kurrajong-heights,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Kurrajong Hills,2758,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/kurrajong-hills,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,McGraths Hill,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/mcgraths-hill,greater,90,90,yes,no,no,no,no,no
"Hills, Hawkesbury & Hornsby",Hawkesbury,Mulgrave,2756,/service-areas/hills-hawkesbury-and-hornsby/hawkesbury/mulgrave,greater,90,90,yes,no,no,no,no,no
